title,speaker,date,rated_bool,ratings,duration,url
How architecture helped music evolve,David Byrne,Jun 2010,True,"Fascinating, Informative",16:00,https://www.ted.com/talks/david_byrne_how_architecture_helped_music_evolve
"""(Nothing But) Flowers"" with string quartet","Thomas Dolby, Ethel and David Byrne",Oct 2010,True,"Beautiful, Inspiring",3:15,https://www.ted.com/talks/david_byrne_sings_nothing_but_flowers
Why helmets don't prevent concussions — and what might,David Camarillo,Sep 2016,True,"Informative, Fascinating",15:56,https://www.ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
The next age of government,David Cameron,Feb 2010,True,"Inspiring, Persuasive",13:59,https://www.ted.com/talks/david_cameron
Design and discovery,David Carson,Jan 2009,True,"Funny, Inspiring",22:39,https://www.ted.com/talks/david_carson_on_design
A doctor's case for medical marijuana,David Casarett,Apr 2017,True,"Informative, Persuasive",15:07,https://www.ted.com/talks/david_casarett_a_doctor_s_case_for_medical_marijuana
How do you explain consciousness?,David Chalmers,Jul 2014,True,"Fascinating, Informative",18:37,https://www.ted.com/talks/david_chalmers_how_do_you_explain_consciousness
The history of our world in 18 minutes,David Christian,Apr 2011,True,"Fascinating, Informative",17:40,https://www.ted.com/talks/david_christian_big_history
What happens when an NGO admits failure,David Damberger,Dec 2011,True,"Courageous, Inspiring",13:00,https://www.ted.com/talks/david_damberger_what_happens_when_an_ngo_admits_failure
A new way to explain explanation,David Deutsch,Oct 2009,True,"Persuasive, Informative",16:38,https://www.ted.com/talks/david_deutsch_a_new_way_to_explain_explanation
Chemical scum that dream of distant quasars,David Deutsch,Sep 2006,True,"Persuasive, Fascinating",19:00,https://www.ted.com/talks/david_deutsch_on_our_place_in_the_cosmos
Can we create new senses for humans?,David Eagleman,Mar 2015,True,"Fascinating, Ingenious",20:34,https://www.ted.com/talks/david_eagleman_can_we_create_new_senses_for_humans
"Are athletes really getting faster, better, stronger?",David Epstein,Apr 2014,True,"Informative, Fascinating",14:53,https://www.ted.com/talks/david_epstein_are_athletes_really_getting_faster_better_stronger
Life in the deep oceans,David Gallo,Sep 2008,True,"Fascinating, Beautiful",13:20,https://www.ted.com/talks/david_gallo_on_life_in_the_deep_oceans
Underwater astonishments,David Gallo,Jan 2008,True,"Fascinating, Beautiful",5:27,https://www.ted.com/talks/david_gallo_shows_underwater_astonishments
How to save the world (or at least yourself) from bad meetings,David Grady,Nov 2014,True,"Funny, Informative",6:34,https://www.ted.com/talks/david_grady_how_to_save_the_world_or_at_least_yourself_from_bad_meetings
How photography connects us,David Griffin,Aug 2008,True,"Beautiful, Inspiring",14:53,https://www.ted.com/talks/david_griffin_on_how_photography_connects
Glow-in-the-dark sharks and other stunning sea creatures,David Gruber,Jan 2016,True,"Fascinating, Informative",13:54,https://www.ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures
"Robots that ""show emotion""",David Hanson,Oct 2009,True,"Fascinating, Ingenious",4:57,https://www.ted.com/talks/david_hanson_robots_that_relate_to_you
What happens when you lose everything,David Hoffman,Jul 2008,True,"Inspiring, Courageous",4:00,https://www.ted.com/talks/david_hoffman_on_losing_everything
Sputnik mania,David Hoffman,Apr 2008,True,"Informative, Fascinating",3:50,https://www.ted.com/talks/david_hoffman_shares_his_sputnik_mania
The joyful tradition of mountain music,David Holt,Dec 2008,True,"Beautiful, Fascinating",25:17,https://www.ted.com/talks/david_holt_plays_mountain_music
The surprising solution to ocean plastic,David Katz,Jan 2018,True,"Inspiring, Ingenious",11:53,https://www.ted.com/talks/david_katz_the_surprising_solution_to_ocean_plastic
A critical look at geoengineering against climate change,David Keith,Nov 2007,True,"Persuasive, Informative",15:58,https://www.ted.com/talks/david_keith_s_surprising_ideas_on_climate_change
How to build your creative confidence,David Kelley,May 2012,True,"Inspiring, Beautiful",11:46,https://www.ted.com/talks/david_kelley_how_to_build_your_creative_confidence
Human-centered design,David Kelley,May 2007,True,"Inspiring, Informative",17:00,https://www.ted.com/talks/david_kelley_on_human_centered_design
Two nerdy obsessions meet — and it's magic,David Kwong,Jul 2014,True,"Fascinating, Ingenious",11:43,https://www.ted.com/talks/david_kwong_two_nerdy_obsessions_meet_and_it_s_magic
My underwater robot,David Lang,Dec 2013,True,"Inspiring, Ingenious",4:28,https://www.ted.com/talks/david_lang_my_underwater_robot
Why jobs of the future won't feel like work,David Lee,Oct 2017,True,"Inspiring, Informative",10:06,https://www.ted.com/talks/david_lee_why_jobs_of_the_future_won_t_feel_like_work
Tribal leadership,David Logan,Oct 2009,True,"Inspiring, Informative",16:39,https://www.ted.com/talks/david_logan_on_tribal_leadership
An illustrated journey through Rome,David Macaulay,Feb 2008,True,"Beautiful, Fascinating",21:35,https://www.ted.com/talks/david_macaulay_s_rome_antics
A reality check on renewables,David MacKay,May 2012,True,"Informative, Persuasive",18:35,https://www.ted.com/talks/david_mackay_a_reality_check_on_renewables
The beauty of data visualization,David McCandless,Aug 2010,True,"Informative, Fascinating",17:56,https://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization
Toy tiles that talk to each other,David Merrill,Feb 2009,True,"Ingenious, Fascinating",7:09,https://www.ted.com/talks/david_merrill_demos_siftables_the_smart_blocks
The refugee crisis is a test of our character,David Miliband,Jun 2017,True,"Inspiring, Courageous",18:38,https://www.ted.com/talks/david_miliband_the_refugee_crisis_is_a_test_of_our_character
Are games better than life?,David Perry,Oct 2008,True,"Fascinating, Informative",21:06,https://www.ted.com/talks/david_perry_on_videogames
The strange politics of disgust,David Pizarro,Oct 2012,True,"Informative, Fascinating",14:02,https://www.ted.com/talks/david_pizarro_the_strange_politics_of_disgust
10 top time-saving tech tips,David Pogue,Apr 2013,True,"Informative, Funny",5:44,https://www.ted.com/talks/david_pogue_10_top_time_saving_tech_tips
Cool tricks your phone can do,David Pogue,Mar 2009,True,"Funny, Informative",27:03,https://www.ted.com/talks/david_pogue_on_cool_phone_tricks
The music wars,David Pogue,Jan 2008,True,"Funny, Ingenious",4:15,https://www.ted.com/talks/david_pogue_on_the_music_wars
Simplicity sells,David Pogue,Jun 2006,True,"Funny, Informative",21:26,https://www.ted.com/talks/david_pogue_says_simplicity_sells
"Does the media have a ""duty of care""?",David Puttnam,Feb 2014,True,"Persuasive, Informative",10:41,https://www.ted.com/talks/david_puttnam_what_happens_when_the_media_s_priority_is_profit
Lessons from death row inmates,David R. Dow,Jun 2012,True,"Persuasive, Inspiring",18:16,https://www.ted.com/talks/david_r_dow_lessons_from_death_row_inmates
How racism makes us sick,David R. Williams,Apr 2017,True,"Informative, Inspiring",17:27,https://www.ted.com/talks/david_r_williams_how_racism_makes_us_sick
A memorial at Ground Zero,David Rockwell,Jun 2007,True,"Informative, Inspiring",24:37,https://www.ted.com/talks/david_rockwell_builds_at_ground_zero
The hidden ways stairs shape your life,David Rockwell,Mar 2018,True,"Beautiful, Fascinating",3:08,https://www.ted.com/talks/david_rockwell_the_hidden_ways_stairs_shape_your_life
How fear drives American politics,David Rothkopf,Sep 2015,True,"Informative, Persuasive",18:00,https://www.ted.com/talks/david_rothkopf_how_fear_drives_american_politics
How to pitch to a VC,David S. Rose,Sep 2008,True,"Informative, Persuasive",14:39,https://www.ted.com/talks/david_s_rose_on_pitching_to_vcs
4 ways we can avoid a catastrophic drought,David Sedlak,Jan 2016,True,"Informative, Persuasive",13:37,https://www.ted.com/talks/david_sedlak_4_ways_we_can_avoid_a_catastrophic_drought
The sore problem of prosthetic limbs,David Sengeh,Apr 2014,True,"Inspiring, Informative",4:43,https://www.ted.com/talks/david_sengeh_the_sore_problem_of_prosthetic_limbs
Want to be happy? Be grateful,David Steindl-Rast,Nov 2013,True,"Inspiring, Beautiful",14:30,https://www.ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful
How the military fights climate change,David Titley,Nov 2017,True,"Informative, Persuasive",7:41,https://www.ted.com/talks/david_titley_how_the_military_fights_climate_change
"A lyrical bridge between past, present and future",David Whyte,Aug 2017,True,"Inspiring, Beautiful",20:15,https://www.ted.com/talks/david_whyte_a_lyrical_bridge_between_past_present_and_future
"A song for my hero, the woman who rowed into a hurricane",Dawn Landes,May 2015,True,"Fascinating, Inspiring",9:26,https://www.ted.com/talks/dawn_landes_a_song_for_my_hero_the_woman_who_rowed_into_a_hurricane
To invent is to give,Dean Kamen,Apr 2007,True,"Ingenious, Inspiring",20:07,https://www.ted.com/talks/dean_kamen_on_inventing_and_giving
"Luke, a new prosthetic arm for soldiers",Dean Kamen,Aug 2007,True,"Inspiring, Ingenious",5:10,https://www.ted.com/talks/dean_kamen_previews_a_new_prosthetic_arm
The emotion behind invention,Dean Kamen,Apr 2010,True,"Inspiring, Courageous",19:32,https://www.ted.com/talks/dean_kamen_the_emotion_behind_invention
Healing through diet,Dean Ornish,Oct 2008,True,"Informative, Persuasive",16:49,https://www.ted.com/talks/dean_ornish_on_healing
The killer American diet that's sweeping the planet,Dean Ornish,Dec 2006,True,"Informative, Persuasive",3:18,https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet
Your genes are not your fate,Dean Ornish,Jun 2008,True,"Informative, Inspiring",3:12,https://www.ted.com/talks/dean_ornish_says_your_genes_are_not_your_fate
What a world without prisons could look like,Deanna Van Buren,Mar 2018,True,"Inspiring, Informative",15:19,https://www.ted.com/talks/deanna_van_buren_what_a_world_without_prisons_could_look_like
The birth of a word,Deb Roy,Mar 2011,True,"Fascinating, Ingenious",19:52,https://www.ted.com/talks/deb_roy_the_birth_of_a_word
Debate: Does the world need nuclear energy?,Stewart Brand and Mark Z. Jacobson,Jun 2010,True,"Informative, Persuasive",22:59,https://www.ted.com/talks/debate_does_the_world_need_nuclear_energy
The emergent genius of ant colonies,Deborah Gordon,Jan 2008,True,"Fascinating, Informative",20:31,https://www.ted.com/talks/deborah_gordon_digs_ants
"What ants teach us about the brain, cancer and the Internet",Deborah Gordon,May 2014,True,"Informative, Fascinating",14:09,https://www.ted.com/talks/deborah_gordon_what_ants_teach_us_about_the_brain_cancer_and_the_internet
Behind the lies of Holocaust denial,Deborah Lipstadt,May 2017,True,"Inspiring, Informative",15:30,https://www.ted.com/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial
"A test that finds 3x more breast tumors, and why it's not available to you",Deborah Rhodes,Jan 2011,True,"Informative, Persuasive",21:08,https://www.ted.com/talks/deborah_rhodes
An Iraq war movie crowd-sourced from soldiers,Deborah Scranton,Sep 2007,True,"Courageous, Inspiring",17:36,https://www.ted.com/talks/deborah_scranton_on_her_war_tapes
A mother and son united by love and art,Deborah Willis and Hank Willis Thomas,Dec 2017,True,"Beautiful, Inspiring",10:34,https://www.ted.com/talks/deborah_willis_and_hank_willis_thomas_a_mother_and_son_united_by_love_and_art
"Yes, I survived cancer. But that doesn't define me",Debra Jarvis,Oct 2014,True,"Inspiring, Beautiful",16:09,https://www.ted.com/talks/debra_jarvis_yes_i_survived_cancer_but_that_doesn_t_define_me
Pay attention to penguins,Dee Boersma,May 2010,True,"Informative, Inspiring",15:09,https://www.ted.com/talks/dee_boersma_pay_attention_to_penguins
Deep ocean mysteries and wonders,David Gallo,Mar 2012,True,"Fascinating, Informative",8:27,https://www.ted.com/talks/deep_ocean_mysteries_and_wonders
A young scientist's quest for clean water,Deepika Kurup,Jan 2017,True,"Inspiring, Informative",7:59,https://www.ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water
What we don't know about Europe's Muslim kids,Deeyah Khan,Jan 2017,True,"Courageous, Inspiring",20:11,https://www.ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids
Why SOPA is a bad idea,Clay Shirky,Jan 2012,True,"Informative, Persuasive",13:59,https://www.ted.com/talks/defend_our_freedom_to_share_or_why_sopa_is_a_bad_idea
Protecting Twitter users (sometimes from themselves),Del Harvey,Mar 2014,True,"Informative, Funny",9:19,https://www.ted.com/talks/del_harvey_the_strangeness_of_scale_at_twitter
How students of color confront impostor syndrome,Dena Simmons,Dec 2016,True,"Inspiring, Beautiful",10:20,https://www.ted.com/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome
A Darwinian theory of beauty,Denis Dutton,Nov 2010,True,"Fascinating, Beautiful",15:33,https://www.ted.com/talks/denis_dutton_a_darwinian_theory_of_beauty
Could we speak the language of dolphins?,Denise Herzing,Jun 2013,True,"Fascinating, Informative",14:38,https://www.ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins
Making a car for blind drivers,Dennis Hong,May 2011,True,"Inspiring, Ingenious",9:08,https://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers
My seven species of robot — and how we created them,Dennis Hong,Apr 2010,True,"Ingenious, Inspiring",15:55,https://www.ted.com/talks/dennis_hong_my_seven_species_of_robot
A plea for bees,Dennis vanEngelsdorp,Dec 2008,True,"Informative, Inspiring",16:28,https://www.ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees
In the key of genius,Derek Paravicini and Adam Ockelford,Aug 2013,True,"Inspiring, Beautiful",19:38,https://www.ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius
How to start a movement,Derek Sivers,Apr 2010,True,"Inspiring, Funny",3:09,https://www.ted.com/talks/derek_sivers_how_to_start_a_movement
Keep your goals to yourself,Derek Sivers,Sep 2010,True,"Informative, Inspiring",3:15,https://www.ted.com/talks/derek_sivers_keep_your_goals_to_yourself
"Weird, or just different?",Derek Sivers,Jan 2010,True,"Funny, Informative",2:42,https://www.ted.com/talks/derek_sivers_weird_or_just_different
East vs. West — the myths that mystify,Devdutt Pattanaik,Nov 2009,True,"Inspiring, Fascinating",18:26,https://www.ted.com/talks/devdutt_pattanaik
How urban agriculture is transforming Detroit,Devita Davison,Dec 2017,True,"Inspiring, Informative",12:22,https://www.ted.com/talks/devita_davison_how_urban_agriculture_is_transforming_detroit
How to learn? From mistakes,Diana Laufenberg,Dec 2010,True,"Inspiring, Persuasive",10:05,https://www.ted.com/talks/diana_laufenberg_3_ways_to_teach
Extreme swimming with the world's most dangerous jellyfish,Diana Nyad,Jan 2012,True,"Inspiring, Courageous",16:57,https://www.ted.com/talks/diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish
"Never, ever give up",Diana Nyad,Dec 2013,True,"Inspiring, Courageous",15:35,https://www.ted.com/talks/diana_nyad_never_ever_give_up
The case for same-sex marriage,Diane J Savino,Aug 2010,True,"Persuasive, Inspiring",7:33,https://www.ted.com/talks/diane_j_savino_the_case_for_same_sex_marriage
What we didn't know about penis anatomy,Diane Kelly,Jun 2012,True,"Informative, Fascinating",11:20,https://www.ted.com/talks/diane_kelly_what_we_didn_t_know_about_penis_anatomy
A Parkland teacher's homework for us all,Diane Wolk-Rogers,Apr 2018,True,"Inspiring, Courageous",15:46,https://www.ted.com/talks/diane_wolk_rogers_a_parkland_teacher_s_homework_for_us_all
Tough truths about plastic pollution,Dianna Cohen,Oct 2010,True,"Informative, Persuasive",5:18,https://www.ted.com/talks/dianna_cohen_tough_truths_about_plastic_pollution
How we can predict the next financial crisis,Didier Sornette,Jun 2013,True,"Informative, Persuasive",17:01,https://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis
How to build with clay ... and community,Diébédo Francis Kéré,Dec 2013,True,"Inspiring, Beautiful",12:11,https://www.ted.com/talks/diebedo_francis_kere_how_to_build_with_clay_and_community
The hidden force in global economics: sending money home,Dilip Ratha,Oct 2014,True,"Inspiring, Informative",16:59,https://www.ted.com/talks/dilip_ratha_the_hidden_force_in_global_economics_sending_money_home
How we found hundreds of potential Earth-like planets,Dimitar Sasselov,Jul 2010,True,"Fascinating, Informative",18:30,https://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets
Why I train grandmothers to treat depression,Dixon Chibanda,Feb 2018,True,"Inspiring, Beautiful",12:24,https://www.ted.com/talks/dixon_chibanda_why_i_train_grandmothers_to_treat_depression
A cinematic journey through visual effects,Don Levy,Jan 2013,True,"Fascinating, Informative",6:54,https://www.ted.com/talks/don_levy_a_cinematic_journey_through_visual_effects
3 ways good design makes you happy,Don Norman,Mar 2009,True,"Funny, Inspiring",12:41,https://www.ted.com/talks/don_norman_on_design_and_emotion
Four principles for the open world,Don Tapscott,Jun 2012,True,"Inspiring, Informative",17:50,https://www.ted.com/talks/don_tapscott_four_principles_for_the_open_world_1
How the blockchain is changing money and business,Don Tapscott,Aug 2016,True,"Informative, Fascinating",18:49,https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business
Do we see reality as it is?,Donald Hoffman,Jun 2015,True,"Fascinating, Informative",21:50,https://www.ted.com/talks/donald_hoffman_do_we_see_reality_as_it_is
The missing link to renewable energy,Donald Sadoway,Mar 2012,True,"Ingenious, Inspiring",15:15,https://www.ted.com/talks/donald_sadoway_the_missing_link_to_renewable_energy
The art of bow-making,Dong Woo Jang,Nov 2013,True,"Inspiring, Fascinating",8:28,https://www.ted.com/talks/dong_woo_jang_the_art_of_bow_making
Lessons from past presidents,Doris Kearns Goodwin,Oct 2008,True,"Inspiring, Beautiful",18:48,https://www.ted.com/talks/doris_kearns_goodwin_on_learning_from_past_presidents
Metal that breathes,Doris Kim Sung,Oct 2012,True,"Ingenious, Fascinating",8:59,https://www.ted.com/talks/doris_kim_sung_metal_that_breathes
The problem with race-based medicine,Dorothy Roberts,Feb 2016,True,"Informative, Persuasive",14:36,https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine
"Parrots, the universe and everything",Douglas Adams,Mar 2010,True,"Funny, Fascinating",1h 27m,https://www.ted.com/talks/douglas_adams_parrots_the_universe_and_everything
A hospital tour in Nigeria,Seyi Oyesola,May 2008,True,"Inspiring, Informative",14:23,https://www.ted.com/talks/dr_seyi_oyesola_tours_a_hospital_in_nigeria
Animations of unseeable biology,Drew Berry,Jan 2012,True,"Fascinating, Beautiful",9:08,https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology
How I beat a patent troll,Drew Curtis,Apr 2012,True,"Funny, Informative",6:40,https://www.ted.com/talks/drew_curtis_how_i_beat_a_patent_troll
Everyday leadership,Drew Dudley,Feb 2012,True,"Inspiring, Funny",6:14,https://www.ted.com/talks/drew_dudley_everyday_leadership
My $500 house in Detroit — and the neighbors who helped me rebuild it,Drew Philp,Apr 2018,True,"Persuasive, Fascinating",13:43,https://www.ted.com/talks/drew_philp_my_500_house_in_detroit_and_the_neighbors_who_helped_me_rebuild_it
What we're missing in the debate about immigration,Duarte Geraldino,Sep 2017,True,"Inspiring, Informative",7:56,https://www.ted.com/talks/duarte_geraldino_what_we_re_missing_in_the_debate_about_immigration
How we look kilometers below the Antarctic ice sheet,Dustin Schroeder,Mar 2018,True,"Informative, Fascinating",11:11,https://www.ted.com/talks/dustin_schroeder_how_we_look_kilometers_below_the_antarctic_ice_sheet
A journey through the mind of an artist,Dustin Yellin,Aug 2015,True,"Fascinating, Funny",7:32,https://www.ted.com/talks/dustin_yellin_a_journey_through_the_mind_of_an_artist
The great penguin rescue,Dyan deNapoli,Aug 2011,True,"Inspiring, Informative",11:43,https://www.ted.com/talks/dyan_denapoli_the_great_penguin_rescue
Advice to a young scientist,E.O. Wilson,Jun 2012,True,"Inspiring, Persuasive",14:56,https://www.ted.com/talks/e_o_wilson_advice_to_young_scientists
My wish: Build the Encyclopedia of Life,E.O. Wilson,Apr 2007,True,"Inspiring, Informative",22:35,https://www.ted.com/talks/e_o_wilson_on_saving_life_on_earth
Are mushrooms the new plastic?,Eben Bayer,Oct 2010,True,"Ingenious, Inspiring",9:05,https://www.ted.com/talks/eben_bayer_are_mushrooms_the_new_plastic
A light switch for neurons,Ed Boyden,May 2011,True,"Fascinating, Ingenious",18:24,https://www.ted.com/talks/ed_boyden
A new way to study the brain's invisible secrets,Ed Boyden,Jul 2016,True,"Informative, Fascinating",13:15,https://www.ted.com/talks/ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain
A story about knots and surgeons,Ed Gavagan,Sep 2012,True,"Courageous, Inspiring",12:21,https://www.ted.com/talks/ed_gavagan_a_story_about_knots_and_surgeons
How Benjamin Button got his face,Ed Ulbrich,Feb 2009,True,"Fascinating, Ingenious",18:07,https://www.ted.com/talks/ed_ulbrich_shows_how_benjamin_button_got_his_face
Zombie roaches and other parasite tales,Ed Yong,Mar 2014,True,"Fascinating, Informative",13:14,https://www.ted.com/talks/ed_yong_suicidal_wasps_zombie_roaches_and_other_tales_of_parasites
"""What You've Got""",Eddi Reader and Thomas Dolby,Apr 2007,True,"Beautiful, Inspiring",5:12,https://www.ted.com/talks/eddi_reader_sings_about_what_you_ve_got
"""Kiteflyer's Hill""",Eddi Reader and Thomas Dolby,Apr 2007,True,"Beautiful, Inspiring",6:18,https://www.ted.com/talks/eddi_reader_sings_kiteflyer_s_hill
Smart failure for a fast-changing world,Eddie Obeng,Oct 2012,True,"Inspiring, Funny",12:37,https://www.ted.com/talks/eddie_obeng_smart_failure_for_a_fast_changing_world
My glacier cave discoveries,Eddy Cartaya,Dec 2013,True,"Fascinating, Beautiful",8:02,https://www.ted.com/talks/eddy_cartaya_my_glacier_cave_discoveries
Take back your city with paint,Edi Rama,Feb 2013,True,"Inspiring, Courageous",15:42,https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint
Glowing life in an underwater world,Edith Widder,Apr 2010,True,"Fascinating, Beautiful",17:19,https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world
How we found the giant squid,Edith Widder,Mar 2013,True,"Fascinating, Informative",8:38,https://www.ted.com/talks/edith_widder_how_we_found_the_giant_squid
"The weird, wonderful world of bioluminescence",Edith Widder,May 2011,True,"Fascinating, Beautiful",12:45,https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence
The dangerous evolution of HIV,Edsel Salvaña,Jan 2018,True,"Informative, Persuasive",4:44,https://www.ted.com/talks/edsel_salvana_the_dangerous_evolution_of_hiv
How to get better at the things you care about,Eduardo Briceño,Feb 2017,True,"Inspiring, Informative",11:22,https://www.ted.com/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about
The 4 commandments of cities,Eduardo Paes,Apr 2012,True,"Informative, Inspiring",12:21,https://www.ted.com/talks/eduardo_paes_the_4_commandments_of_cities
Math is forever,Eduardo Sáenz de Cabezón,Apr 2015,True,"Funny, Informative",9:41,https://www.ted.com/talks/eduardo_saenz_de_cabezon_math_is_forever
My wish: Manufactured landscapes and green education,Edward Burtynsky,Oct 2006,True,"Informative, Inspiring",34:25,https://www.ted.com/talks/edward_burtynsky_on_manufactured_landscapes
Photographing the landscape of oil,Edward Burtynsky,Nov 2009,True,"Informative, Persuasive",3:40,https://www.ted.com/talks/edward_burtynsky_photographs_the_landscape_of_oil
Here's how we take back the Internet,Edward Snowden,Mar 2014,True,"Courageous, Informative",35:02,https://www.ted.com/talks/edward_snowden_here_s_how_we_take_back_the_internet
Unintended consequences,Edward Tenner,Sep 2011,True,"Informative, Fascinating",16:10,https://www.ted.com/talks/edward_tenner_unintended_consequences
Stories of Haiti,Edwidge Danticat,Jan 2010,True,"Informative, Beautiful",59:33,https://www.ted.com/talks/edwidge_danticat_stories_of_haiti
"A talking, squawking parrot",Einstein the Parrot,Aug 2008,True,"Funny, Fascinating",5:48,https://www.ted.com/talks/einstein_the_parrot_talks_and_squawks
"A project of peace, painted across 50 buildings",eL Seed,Jul 2016,True,"Beautiful, Inspiring",11:26,https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings
Street art with a message of hope and peace,eL Seed,Jul 2015,True,"Beautiful, Inspiring",5:39,https://www.ted.com/talks/el_seed_street_art_with_a_message_of_hope_and_peace
I believe we evolved from aquatic apes,Elaine Morgan,Jul 2009,True,"Persuasive, Fascinating",17:13,https://www.ted.com/talks/elaine_morgan_says_we_evolved_from_aquatic_apes
The voices in my head,Eleanor Longden,Aug 2013,True,"Courageous, Inspiring",14:17,https://www.ted.com/talks/eleanor_longden_the_voices_in_my_head
A commodities exchange for Ethiopia,Eleni Gabre-Madhin,Oct 2007,True,"Informative, Inspiring",20:34,https://www.ted.com/talks/elene_gabre_madhin_on_ethiopian_economics
The fastest ambulance? A motorcycle,Eli Beer,Jul 2013,True,"Inspiring, Courageous",10:44,https://www.ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle
"Beware online ""filter bubbles""",Eli Pariser,May 2011,True,"Informative, Persuasive",9:04,https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles
The politics of fiction,Elif Shafak,Jul 2010,True,"Inspiring, Beautiful",19:45,https://www.ted.com/talks/elif_shafak_the_politics_of_fiction
The revolutionary power of diverse thought,Elif Shafak,Oct 2017,True,"Inspiring, Courageous",21:58,https://www.ted.com/talks/elif_shafak_the_revolutionary_power_of_diverse_thought
"When we design for disability, we all benefit",Elise Roy,Jul 2016,True,"Inspiring, Courageous",13:17,https://www.ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit
The science of cells that never get old,Elizabeth Blackburn,Nov 2017,True,"Informative, Inspiring",18:46,https://www.ted.com/talks/elizabeth_blackburn_the_science_of_cells_that_never_get_old
Your elusive creative genius,Elizabeth Gilbert,Feb 2009,True,"Inspiring, Beautiful",19:09,https://www.ted.com/talks/elizabeth_gilbert_on_genius
"Success, failure and the drive to keep creating",Elizabeth Gilbert,Apr 2014,True,"Inspiring, Beautiful",7:18,https://www.ted.com/talks/elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating
Say your truths and seek them in others,Elizabeth Lesser,Dec 2016,True,"Inspiring, Beautiful",15:44,https://www.ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others
"Take ""the Other"" to lunch",Elizabeth Lesser,Jan 2011,True,"Inspiring, Persuasive",11:08,https://www.ted.com/talks/elizabeth_lesser_take_the_other_to_lunch
The unheard story of the Sistine Chapel,Elizabeth Lev,Jan 2016,True,"Informative, Fascinating",17:33,https://www.ted.com/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel
Curating humanity's heritage,Elizabeth Lindsey,Feb 2011,True,"Inspiring, Beautiful",10:13,https://www.ted.com/talks/elizabeth_lindsey_curating_humanity_s_heritage
How reliable is your memory?,Elizabeth Loftus,Sep 2013,True,"Informative, Fascinating",17:36,https://www.ted.com/talks/elizabeth_loftus_the_fiction_of_memory
Fighting a contagious cancer,Elizabeth Murchison,Sep 2011,True,"Informative, Fascinating",13:03,https://www.ted.com/talks/elizabeth_murchison
An invitation to men who want a better world for women,Elizabeth Nyamayaro,Sep 2015,True,"Inspiring, Beautiful",12:39,https://www.ted.com/talks/elizabeth_nyamayaro_an_invitation_to_men_who_want_a_better_world_for_women
"Sex, drugs and HIV — let's get rational",Elizabeth Pisani,Apr 2010,True,"Persuasive, Informative",19:14,https://www.ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational_1
We can hack our immune cells to fight cancer,Elizabeth Wayne,Oct 2017,True,"Informative, Fascinating",5:32,https://www.ted.com/talks/elizabeth_wayne_we_can_hack_our_immune_cells_to_fight_cancer
Retrofitting suburbia,Ellen Dunham-Jones,Jun 2010,True,"Informative, Persuasive",19:23,https://www.ted.com/talks/ellen_dunham_jones_retrofitting_suburbia
Obesity + hunger = 1 global food issue,Ellen  Gustafson,Jul 2010,True,"Informative, Persuasive",11:15,https://www.ted.com/talks/ellen_gustafson_obesity_hunger_1_global_food_issue
"Biohacking — you can do it, too",Ellen Jorgensen,Jan 2013,True,"Inspiring, Informative",10:08,https://www.ted.com/talks/ellen_jorgensen_biohacking_you_can_do_it_too
What you need to know about CRISPR,Ellen Jorgensen,Oct 2016,True,"Informative, Fascinating",9:53,https://www.ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr
